arm,run,file,category,credit_id,credit_name,max_points,applicability,estimated_level,estimated_points,justification,questions_summary,level_guide_reference,concept_phase_actions,documentation_needed,input_tokens,output_tokens,elapsed_seconds,valid_json,truncated,success
rag,1,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Assessment,10,Applicable,No Level,0,,QA:Insufficient Data(No information on life-cycle assessment) | QB:Insufficient Data(No information on environmental impacts),A + B required for Improved,Conduct life-cycle assessment,Life-cycle assessment report; Environmental impact analysis,17191,1910,375.03,True,False,True
rag,1,00_sample_project,Natural World,NW1.1,Conserve Natural Areas,14,APPLICABLE,No Level,0,"The project is located in a specific area (Brownsville, PA) and has a defined site boundary, indicating potential natural areas to conserve.",QA:Insufficient Data(No information on natural areas within the project site) | QB:Insufficient Data(No data on habitat restoration or enhancement),A + B required for Improved,Conduct site assessment to identify natural areas; Research local conservation goals and regulations,Site assessment report; Conservation plan,17916,1438,295.61,True,False,True
rag,1,00_sample_project,Natural World,NW1.2,Provide Wetland and Surface Water Buffers,10,APPLICABLE,No Level,0,The project's location near a waterbody (implied by the presence of a stormwater management plan) suggests potential wetlands or surface waters that may require buffers.,QA:Insufficient Data(No information on wetland or surface water presence) | QB:Insufficient Data(No data on buffer zones or mitigation measures),A + B required for Improved,Conduct wetland delineation and surface water assessment; Research local buffer zone requirements,Wetland delineation report; Surface water assessment report; Buffer zone plan,17916,1438,295.61,True,False,True
rag,1,00_sample_project,Natural World,NW2.2,Manage Stormwater,24,APPLICABLE,Improved,2,"The project's stormwater management plan implies an impact on stormwater runoff, making this credit applicable.",QA:Likely Yes(Stormwater management plan mentioned in the PDF metadata) | QB:Insufficient Data(No data on stormwater treatment or infiltration measures),A + B required for Enhanced,Develop a comprehensive stormwater management plan; Research local stormwater regulations,Stormwater management plan; Treatment or infiltration measure designs,17916,1438,295.61,True,False,True
rag,1,00_sample_project,Natural World,NW2.4,Protect Surface and Groundwater Quality,14,APPLICABLE,No Level,0,"The project's potential impact on surface and groundwater quality, as implied by the stormwater management plan, makes this credit applicable.",QA:Insufficient Data(No information on surface or groundwater quality protection measures) | QB:Insufficient Data(No data on pollution prevention or mitigation strategies),A + B required for Improved,Conduct surface and groundwater quality assessment; Research local water quality regulations,Surface and groundwater quality assessment report; Pollution prevention or mitigation plan,17916,1438,295.61,True,False,True
rag,1,00_sample_project,Natural World,NW3.3,Maintain Floodplain Functions,14,APPLICABLE,No Level,0,The project's location in a flood-prone area (implied by the presence of a floodplain map) suggests potential impacts on floodplain functions.,QA:Insufficient Data(No information on floodplain mapping or assessment) | QB:Insufficient Data(No data on floodplain preservation or restoration measures),A + B required for Improved,Conduct floodplain mapping and assessment; Research local floodplain regulations,Floodplain map; Floodplain preservation or restoration plan,17916,1438,295.61,True,False,True
rag,1,00_sample_project,Natural World,NW3.5,Protect Soil Health,10,APPLICABLE,No Level,0,"The project's potential impact on soil health, as implied by the presence of a site plan, makes this credit applicable.",QA:Insufficient Data(No information on soil health protection measures) | QB:Insufficient Data(No data on erosion control or sedimentation prevention strategies),A + B required for Improved,Conduct soil health assessment; Research local soil conservation regulations,Soil health assessment report; Erosion control or sedimentation prevention plan,17916,1438,295.61,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.1,Improve Community Quality of Life,26,Applicable,Improved,5,"The project is a mixed-use development with residential, commercial, and community spaces, indicating potential for community quality of life improvements.",QA:Likely Yes(Project includes live/work units and community spaces.) | QB:Insufficient Data(Lack of information on community engagement and feedback mechanisms.) | QC:Likely Yes(Project incorporates green spaces and outdoor areas.) | QD:Insufficient Data(Lack of information on accessibility features and universal design principles.),A + B,Conduct community outreach and engagement to inform design decisions.; Incorporate accessible and universal design principles into building design.,Community engagement records; Accessibility features and universal design principles documentation,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.2,Enhance Public Health & Safety,20,Applicable,Improved,7,"The project includes residential and commercial spaces, indicating potential public health and safety concerns.",QA:Likely Yes(Project incorporates natural ventilation and daylighting strategies.) | QB:Insufficient Data(Lack of information on indoor air quality monitoring and maintenance protocols.) | QC:Likely Yes(Project includes emergency response plan and fire suppression systems.),A + B,Develop indoor air quality monitoring and maintenance protocols.; Incorporate public health and safety considerations into design decisions.,Indoor air quality monitoring and maintenance protocols; Public health and safety consideration documentation,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.3,Improve Construction Safety,14,Applicable,Improved,5,"The project involves construction activities, indicating potential construction safety concerns.",QA:Likely Yes(Project includes construction safety plan and training programs.) | QB:Insufficient Data(Lack of information on site-specific hazard assessments and mitigation strategie),A + B,Conduct site-specific hazard assessments and develop mitigation strategies.; Incorporate construction safety considerations into design decisions.,Construction safety plan and training programs; Site-specific hazard assessments and mitigation strategies,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.4,Minimize Noise & Vibration,12,Applicable,Improved,3,"The project includes residential and commercial spaces, indicating potential noise and vibration concerns.",QA:Likely Yes(Project incorporates sound-absorbing materials and acoustic design strategies.) | QB:Insufficient Data(Lack of information on vibration mitigation measures.),A + B,Develop vibration mitigation measures.; Incorporate noise and vibration considerations into design decisions.,Sound-absorbing materials and acoustic design strategies; Vibration mitigation measures,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.5,Minimize Light Pollution,12,Applicable,Improved,3,"The project includes exterior lighting, indicating potential light pollution concerns.",QA:Likely Yes(Project incorporates energy-efficient lighting and shielding strategies.) | QB:Insufficient Data(Lack of information on light pollution mitigation measures.),A + B,Develop light pollution mitigation measures.; Incorporate light pollution considerations into design decisions.,Energy-efficient lighting and shielding strategies; Light pollution mitigation measures,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.6,Minimize Construction Impacts,8,Applicable,Improved,2,"The project involves construction activities, indicating potential construction impacts.",QA:Likely Yes(Project includes construction waste management plan.) | QB:Insufficient Data(Lack of information on construction impact mitigation measures.),A + B,Develop construction impact mitigation measures.; Incorporate construction impact considerations into design decisions.,Construction waste management plan; Construction impact mitigation measures,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL2.1,Improve Community Mobility,14,Applicable,Improved,7,"The project includes residential and commercial spaces, indicating potential community mobility concerns.",QA:Likely Yes(Project incorporates pedestrian-friendly design strategies.) | QB:Insufficient Data(Lack of information on public transportation access and bikeability features.),A + B,Develop public transportation access and bikeability features.; Incorporate community mobility considerations into design decisions.,Pedestrian-friendly design strategies; Public transportation access and bikeability features,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL2.2,Encourage Sustainable Transportation,16,Applicable,Improved,5,"The project includes parking and transportation infrastructure, indicating potential sustainable transportation concerns.",QA:Likely Yes(Project incorporates electric vehicle charging stations.) | QB:Insufficient Data(Lack of information on alternative transportation modes and incentives.),A + B,Develop alternative transportation modes and incentives.; Incorporate sustainable transportation considerations into design decisions.,Electric vehicle charging stations; Alternative transportation modes and incentives,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL2.3,Improve Access & Wayfinding,14,Applicable,Improved,9,"The project includes public spaces and navigation, indicating potential access and wayfinding concerns.",QA:Likely Yes(Project incorporates clear signage and wayfinding strategies.) | QB:Insufficient Data(Lack of information on accessibility features and universal design principles.),A + B,Develop accessibility features and universal design principles.; Incorporate access and wayfinding considerations into design decisions.,Clear signage and wayfinding strategies; Accessibility features and universal design principles,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL3.1,Advance Equity & Social Justice,18,Applicable,Improved,6,"The project includes community spaces and social services, indicating potential equity and social justice concerns.",QA:Likely Yes(Project incorporates community engagement and participation strategies.) | QB:Insufficient Data(Lack of information on social justice and equity considerations.),A + B,Develop social justice and equity considerations.; Incorporate equity and social justice considerations into design decisions.,Community engagement and participation strategies; Social justice and equity considerations,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL3.2,Preserve Historic & Cultural Resources,18,Not Applicable,,0,The project does not involve historic or cultural resources.,,,,,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Quality Of Life,QL3.3,Enhance Views & Local Character,14,Applicable,Improved,3,"The project includes public spaces and views, indicating potential view and local character concerns.",QA:Likely Yes(Project incorporates view preservation strategies.) | QB:Insufficient Data(Lack of information on local character and context considerations.),A + B,Develop local character and context considerations.; Incorporate view and local character considerations into design decisions.,View preservation strategies; Local character and context considerations,17220,2715,533.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.1,Reduce Embodied Carbon in Materials,20,Applicable,No Level,0,,QA:Insufficient Data(No material takeoff or embodied carbon data available) | QB:Insufficient Data(No information on recycled content or sustainable materials),A + B required for Improved,Develop a material takeoff and calculate embodied carbon; Research sustainable materials and recycled content options,Material takeoff spreadsheet; Sustainable materials research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.2,Use Recycled Materials,12,Applicable,No Level,0,,QA:Insufficient Data(No information on recycled materials used) | QB:Insufficient Data(No data on recycled content percentage),A + B required for Improved,Research recycled material options; Develop a plan to incorporate recycled materials,Recycled materials research report; Material specification sheets,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.3,Reduce Operational Waste,10,Applicable,No Level,0,,QA:Insufficient Data(No information on operational waste reduction strategies) | QB:Insufficient Data(No data on waste reduction targets),A + B required for Improved,Develop an operational waste reduction plan; Research waste reduction strategies,Operational waste reduction plan; Waste reduction strategy research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.4,Reduce Construction Waste,8,Applicable,No Level,0,,QA:Insufficient Data(No information on construction waste reduction strategies) | QB:Insufficient Data(No data on waste reduction targets),A + B required for Improved,Develop a construction waste reduction plan; Research waste reduction strategies,Construction waste reduction plan; Waste reduction strategy research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.5,Balance Earthwork On Site,6,Applicable,No Level,0,,QA:Insufficient Data(No information on earthwork balancing strategies) | QB:Insufficient Data(No data on earthwork volumes),A + B required for Improved,Develop an earthwork balancing plan; Research earthwork balancing strategies,Earthwork balancing plan; Earthwork volume calculations,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.1,Reduce Operational Energy Consumption,20,Applicable,No Level,0,,QA:Insufficient Data(No information on operational energy consumption reduction strategies) | QB:Insufficient Data(No data on energy consumption targets),A + B required for Improved,Develop an operational energy reduction plan; Research energy-efficient systems and strategies,Operational energy reduction plan; Energy-efficient system research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.2,Reduce Construction Energy Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on construction energy consumption reduction strategies) | QB:Insufficient Data(No data on energy consumption targets),A + B required for Improved,Develop a construction energy reduction plan; Research energy-efficient construction strategies,Construction energy reduction plan; Energy-efficient construction strategy research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.3,Use Renewable Energy,10,Applicable,No Level,0,,QA:Insufficient Data(No information on renewable energy systems) | QB:Insufficient Data(No data on renewable energy targets),A + B required for Improved,Research renewable energy systems; Develop a plan to incorporate renewable energy,Renewable energy system research report; Renewable energy plan,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.4,Commission and Monitor Energy Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on energy system commissioning and monitoring) | QB:Insufficient Data(No data on energy system performance targets),A + B required for Improved,Develop an energy system commissioning and monitoring plan; Research energy system performance metrics,Energy system commissioning and monitoring plan; Energy system performance metric research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.1,Preserve Water Resources,14,Applicable,No Level,0,,QA:Insufficient Data(No information on water conservation strategies) | QB:Insufficient Data(No data on water consumption targets),A + B required for Improved,Develop a water conservation plan; Research water-efficient systems and strategies,Water conservation plan; Water-efficient system research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.2,Reduce Operational Water Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on operational water consumption reduction strategies) | QB:Insufficient Data(No data on water consumption targets),A + B required for Improved,Develop an operational water reduction plan; Research water-efficient systems and strategies,Operational water reduction plan; Water-efficient system research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.3,Reduce Construction Water Consumption,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction water consumption reduction strategies) | QB:Insufficient Data(No data on water consumption targets),A + B required for Improved,Develop a construction water reduction plan; Research water-efficient construction strategies,Construction water reduction plan; Water-efficient construction strategy research report,17210,2580,502.67,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.4,Monitor Water Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on water system monitoring) | QB:Insufficient Data(No data on water system performance targets),A + B required for Improved,Develop a water system monitoring plan; Research water system performance metrics,Water system monitoring plan; Water system performance metric research report,17210,2580,502.67,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.1,Avoid Unsuitable Development,18,Applicable,No Level,0,,QA:Insufficient Data(No information on site selection process) | QB:Insufficient Data(No environmental impact assessment available),A + B required for Improved,Conduct site selection process with environmental considerations; Perform environmental impact assessment,Site selection report; Environmental impact assessment,17617,1175,245.3,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.2,Assess Climate Change Vulnerability,20,Applicable,Improved,8,,"QA:Likely Yes(Project location in Brownsville, PA, suggests potential climate change impacts) | QB:Insufficient Data(No climate change vulnerability assessment available)",A + B required for Improved,Conduct climate change vulnerability assessment,Climate change vulnerability assessment report,17617,1175,245.3,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.3,Evaluate Risk and Resilience,26,Applicable,No Level,0,,QA:Insufficient Data(No risk assessment available) | QB:Insufficient Data(No identification of critical functions and dependencies),A + B + C + D + E required for Conserving,Conduct risk assessment; Identify critical functions and dependencies,Risk assessment report; Critical functions and dependencies identification document,17617,1175,245.3,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.4,Establish Resilience Goals and Strategies,20,Applicable,No Level,0,,QA:Insufficient Data(No project performance goals available) | QB:Insufficient Data(No risk management strategies developed),A + B required for Enhanced,Develop project performance goals; Establish risk management strategies,Project performance goals document; Risk management strategies report,17617,1175,245.3,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.5,Maximize Resilience,26,Applicable,No Level,0,,QA:Insufficient Data(No resilience goals and strategies developed) | QB:Insufficient Data(No implementation of resilience strategies),A + B + C + D + E required for Conserving,Develop resilience goals and strategies; Implement resilience strategies,Resilience goals and strategies document; Resilience strategies implementation report,17617,1175,245.3,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.6,Improve Infrastructure Integration,18,Applicable,No Level,0,,QA:Insufficient Data(No consideration of infrastructure integration) | QB:Insufficient Data(No evaluation of systems performance),A + B required for Improved,Consider infrastructure integration; Evaluate systems performance,Infrastructure integration report; Systems performance evaluation document,17617,1175,245.3,True,False,True
rag,2,00_sample_project,Leadership,LD1.1,Provide Effective Leadership and Commitment,10,Applicable,Improved,2,,"QA:Likely Yes(Project team includes multiple stakeholders (Cartesian Inverse, PA; Etienne Oise) | QB:Insufficient Data(No information on sustainability goals or targets)",A + B required for Enhanced,Develop sustainability goals and targets,Sustainability management plan; Stakeholder engagement records,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD1.2,Foster Collaboration and Teamwork,8,Applicable,Improved,2,,"QA:Likely Yes(Multiple stakeholders involved in project team (Cartesian Inverse, PA; Etienne O) | QB:Insufficient Data(No information on collaboration tools or processes)",A + B required for Enhanced,Establish collaboration tools and processes,Collaboration plan; Meeting minutes,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD1.3,Encourage Public Engagement and Participation,8,Applicable,No Level,0,,QA:Insufficient Data(No information on public engagement or participation) | QB:Insufficient Data(No information on community outreach or education),A + B required for Improved,Develop public engagement and participation plan,Public engagement plan; Community outreach records,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD1.4,Pursue Byproduct Synergies,10,Applicable,No Level,0,,QA:Insufficient Data(No information on byproduct synergies) | QB:Insufficient Data(No information on waste reduction or material reuse),A + B required for Improved,Investigate byproduct synergies and waste reduction opportunities,Byproduct synergy plan; Waste reduction strategy,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD2.1,Establish a Sustainability Management Plan,12,Applicable,No Level,0,,QA:Insufficient Data(No information on sustainability management plan) | QB:Insufficient Data(No information on monitoring and reporting processes),A + B required for Improved,Develop sustainability management plan,Sustainability management plan; Monitoring and reporting records,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD2.2,Plan for Sustainable Communities,10,Applicable,No Level,0,,QA:Insufficient Data(No information on community planning or engagement) | QB:Insufficient Data(No information on social and economic benefits),A + B required for Improved,Develop community planning and engagement strategy,Community plan; Social and economic benefit analysis,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD2.3,Conduct a Life-Cycle Economic Evaluation,12,Applicable,No Level,0,,QA:Insufficient Data(No information on life-cycle economic evaluation) | QB:Insufficient Data(No information on cost-benefit analysis or return on investment),A + B required for Improved,Conduct life-cycle economic evaluation,Life-cycle economic evaluation report; Cost-benefit analysis,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD3.1,Develop a Construction Management Plan,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction management plan) | QB:Insufficient Data(No information on waste reduction or material reuse during construction),A + B required for Improved,Develop construction management plan,Construction management plan; Waste reduction strategy,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD3.2,Implement a Quality Control Process,8,Applicable,No Level,0,,QA:Insufficient Data(No information on quality control process) | QB:Insufficient Data(No information on testing or inspection procedures),A + B required for Improved,Develop quality control process,Quality control plan; Testing and inspection records,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Assessment,12,Applicable,No Level,0,,QA:Insufficient Data(No information on life-cycle assessment) | QB:Insufficient Data(No information on environmental impacts or benefits),A + B required for Improved,Conduct life-cycle assessment,Life-cycle assessment report; Environmental impact analysis,17191,1945,382.1,True,False,True
rag,2,00_sample_project,Natural World,NW1.1,Conserve Natural Areas,14,APPLICABLE,No Level,0,"The project is located in Brownsville, PA, and has a site plan, indicating potential natural areas to conserve.",QA:Insufficient Data(No information on natural area conservation) | QB:Insufficient Data(No information on habitat preservation),A + B required for Improved,Conduct site analysis to identify natural areas; Develop conservation plan,Site analysis report; Conservation plan,17916,1403,291.12,True,False,True
rag,2,00_sample_project,Natural World,NW1.2,Provide Wetland and Surface Water Buffers,10,APPLICABLE,No Level,0,"The project has a site plan, indicating potential wetlands or surface water to buffer.",QA:Insufficient Data(No information on wetland or surface water buffers) | QB:Insufficient Data(No information on buffer zone size),A + B required for Improved,Conduct site analysis to identify wetlands or surface water; Develop buffer zone plan,Site analysis report; Buffer zone plan,17916,1403,291.12,True,False,True
rag,2,00_sample_project,Natural World,NW2.2,Manage Stormwater,24,APPLICABLE,No Level,0,"The project has a site plan, indicating potential stormwater management needs.",QA:Insufficient Data(No information on stormwater management) | QB:Insufficient Data(No information on rate or quantity of runoff),A + B required for Improved,Conduct stormwater analysis; Develop stormwater management plan,Stormwater analysis report; Stormwater management plan,17916,1403,291.12,True,False,True
rag,2,00_sample_project,Natural World,NW2.4,Protect Surface and Groundwater Quality,14,APPLICABLE,No Level,0,"The project has a site plan, indicating potential surface or groundwater quality concerns.",QA:Insufficient Data(No information on surface or groundwater quality protection) | QB:Insufficient Data(No information on pollution prevention measures),A + B required for Improved,Conduct water quality analysis; Develop pollution prevention plan,Water quality analysis report; Pollution prevention plan,17916,1403,291.12,True,False,True
rag,2,00_sample_project,Natural World,NW3.3,Maintain Floodplain Functions,14,APPLICABLE,No Level,0,"The project is located in Brownsville, PA, and has a site plan, indicating potential floodplain functions to maintain.",QA:Insufficient Data(No information on floodplain functions) | QB:Insufficient Data(No information on vegetated zones preservation),A + B required for Improved,Conduct floodplain analysis; Develop floodplain management plan,Floodplain analysis report; Floodplain management plan,17916,1403,291.12,True,False,True
rag,2,00_sample_project,Natural World,NW3.5,Protect Soil Health,10,APPLICABLE,No Level,0,"The project has a site plan, indicating potential soil health concerns.",QA:Insufficient Data(No information on soil health protection) | QB:Insufficient Data(No information on erosion control measures),A + B required for Improved,Conduct soil analysis; Develop erosion control plan,Soil analysis report; Erosion control plan,17916,1403,291.12,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.1,Improve Community Quality of Life,26,Applicable,Improved,5,"The project involves a mixed-use development with residential, commercial, and community spaces, indicating potential for community quality of life improvements.",QA:Likely Yes(Project includes live/work units and community spaces.) | QB:Insufficient Data(Lack of information on community engagement and feedback mechanisms.) | QC:Likely Yes(Project incorporates green spaces and outdoor areas.) | QD:Insufficient Data(Unclear if the project addresses local community needs and priorities.),A + B,Engage with local community to understand needs and priorities.; Develop a plan for incorporating community feedback into the design.,Community engagement records; Feedback mechanisms and response plans,17220,2734,536.91,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.2,Enhance Public Health & Safety,20,Applicable,Improved,7,"The project includes residential and commercial spaces, which require consideration of public health and safety.",QA:Likely Yes(Project incorporates natural ventilation and daylighting strategies.) | QB:Insufficient Data(Lack of information on indoor air quality management and monitoring.) | QC:Likely Yes(Project includes accessible and safe pedestrian paths.),A + B,Develop a plan for indoor air quality management and monitoring.; Ensure accessibility and safety of pedestrian paths.,Indoor air quality management plan; Pedestrian path design and safety features,17220,2734,536.91,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.3,Improve Construction Safety,14,Applicable,Improved,5,The project involves construction activities that require consideration of safety protocols.,QA:Likely Yes(Project includes a construction safety plan.) | QB:Insufficient Data(Lack of information on worker training and education programs.),A + B,Develop a comprehensive construction safety plan.; Implement worker training and education programs.,Construction safety plan; Worker training and education records,17220,2734,536.91,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.4,Minimize Noise & Vibration,12,Applicable,Improved,3,"The project includes residential and commercial spaces, which require consideration of noise and vibration impacts.",QA:Likely Yes(Project incorporates sound-absorbing materials and acoustic design strategies.) | QB:Insufficient Data(Lack of information on vibration mitigation measures.),A + B,Develop a plan for noise and vibration mitigation.; Incorporate sound-absorbing materials and acoustic design strategies.,Noise and vibration mitigation plan; Acoustic design and material specifications,17220,2734,536.91,True,False,True
