arm,run,file,category,credit_id,credit_name,max_points,applicability,estimated_level,estimated_points,justification,questions_summary,level_guide_reference,concept_phase_actions,documentation_needed,input_tokens,output_tokens,elapsed_seconds,valid_json,truncated,success
rag,1,00_sample_project,Leadership,LD2.3,Conduct a Life-Cycle Economic Evaluation,12,Applicable,No Level,0,,QA:Insufficient Data(No information on life-cycle economic evaluation) | QB:Insufficient Data(No information on cost-benefit analysis or return on investment),A + B required for Improved,Conduct life-cycle economic evaluation,Life-cycle economic evaluation report; Cost-benefit analysis,17191,1953,542.38,True,False,True
rag,1,00_sample_project,Leadership,LD3.1,Develop a Construction Management Plan,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction management plan) | QB:Insufficient Data(No information on waste reduction or material reuse during construction),A + B required for Improved,Develop construction management plan,Construction management plan; Waste reduction strategy,17191,1953,542.38,True,False,True
rag,1,00_sample_project,Leadership,LD3.2,Implement a Quality Control and Assurance Plan,8,Applicable,No Level,0,,QA:Insufficient Data(No information on quality control and assurance plan) | QB:Insufficient Data(No information on testing or inspection procedures),A + B required for Improved,Develop quality control and assurance plan,Quality control and assurance plan; Testing or inspection records,17191,1953,542.38,True,False,True
rag,1,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Assessment,12,Applicable,No Level,0,,QA:Insufficient Data(No information on life-cycle assessment) | QB:Insufficient Data(No information on environmental impacts or benefits),A + B required for Improved,Conduct life-cycle assessment,Life-cycle assessment report; Environmental impact analysis,17191,1953,542.38,True,False,True
rag,1,00_sample_project,Natural World,NW1.1,Conserve Natural Areas,14,APPLICABLE,No Level,0,"The project is located in an area with potential natural habitats and ecosystems, making conservation of natural areas relevant.",QA:Insufficient Data(No information on natural habitat preservation) | QB:Insufficient Data(No data on native plant species used in landscaping),A + B required for Improved,Conduct site assessment to identify natural habitats; Research local native plant species for landscaping,Site assessment report; Native plant species list,17916,1349,405.26,True,False,True
rag,1,00_sample_project,Natural World,NW1.2,Provide Wetland and Surface Water Buffers,10,APPLICABLE,No Level,0,The project's location near water bodies makes wetland and surface water buffers relevant.,QA:Insufficient Data(No information on wetland or surface water buffer zones) | QB:Insufficient Data(No data on buffer zone maintenance plans),A + B required for Improved,Conduct wetland and surface water assessment; Develop buffer zone maintenance plan,Wetland and surface water assessment report; Buffer zone maintenance plan,17916,1349,405.26,True,False,True
rag,1,00_sample_project,Natural World,NW2.2,Manage Stormwater,24,APPLICABLE,No Level,0,The project's potential impact on stormwater runoff makes management relevant.,QA:Insufficient Data(No information on stormwater management strategies) | QB:Insufficient Data(No data on stormwater runoff reduction targets),A + B required for Improved,Develop stormwater management plan; Set stormwater runoff reduction targets,Stormwater management plan; Runoff reduction target documentation,17916,1349,405.26,True,False,True
rag,1,00_sample_project,Natural World,NW2.4,Protect Surface and Groundwater Quality,14,APPLICABLE,No Level,0,The project's potential impact on surface and groundwater quality makes protection relevant.,QA:Insufficient Data(No information on surface and groundwater protection measures) | QB:Insufficient Data(No data on water quality monitoring plans),A + B required for Improved,Develop surface and groundwater protection plan; Establish water quality monitoring program,Surface and groundwater protection plan; Water quality monitoring plan,17916,1349,405.26,True,False,True
rag,1,00_sample_project,Natural World,NW3.3,Maintain Floodplain Functions,14,APPLICABLE,No Level,0,The project's location in a floodplain makes maintaining floodplain functions relevant.,QA:Insufficient Data(No information on floodplain function preservation) | QB:Insufficient Data(No data on vegetated zone preservation),A + B required for Improved,Conduct floodplain function assessment; Develop plan to preserve vegetated zones,Floodplain function assessment report; Vegetated zone preservation plan,17916,1349,405.26,True,False,True
rag,1,00_sample_project,Natural World,NW3.5,Protect Soil Health,10,APPLICABLE,No Level,0,The project's potential impact on soil health makes protection relevant.,QA:Insufficient Data(No information on soil health protection measures) | QB:Insufficient Data(No data on soil erosion control plans),A + B required for Improved,Develop soil health protection plan; Establish soil erosion control measures,Soil health protection plan; Soil erosion control plan,17916,1349,405.26,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.1,Improve Community Quality of Life,26,Applicable,Improved,2,"The project is a mixed-use development with residential, commercial, and community spaces, indicating potential for community quality of life improvements.",QA:Likely Yes(Project includes live/work units and community spaces.) | QB:Insufficient Data(Lack of information on community engagement and feedback mechanisms.),A + B required for Enhanced,Engage with local stakeholders to understand community needs and priorities.,Community engagement records; Stakeholder feedback mechanisms,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.2,Enhance Public Health & Safety,20,Applicable,Improved,2,"The project includes residential and commercial spaces, which can impact public health and safety.",QA:Likely Yes(Project includes fire resistive walls and smoke barriers.) | QB:Insufficient Data(Lack of information on emergency response planning and evacuation procedures.),A + B required for Enhanced,Develop emergency response plan and evacuation procedures.,Emergency response plan; Evacuation procedure documents,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.3,Improve Construction Safety,14,Applicable,Improved,2,The project involves construction activities that can impact worker safety.,QA:Likely Yes(Project includes safety protocols for workers.) | QB:Insufficient Data(Lack of information on worker training programs and site-specific hazard assessm),A + B required for Enhanced,Develop worker training programs and conduct site-specific hazard assessments.,Worker training records; Site-specific hazard assessment reports,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.4,Minimize Noise & Vibration,12,Applicable,Improved,1,The project includes residential and commercial spaces that can be impacted by noise and vibration.,QA:Likely Yes(Project includes soundproofing measures.) | QB:Insufficient Data(Lack of information on vibration mitigation strategies.),A + B required for Enhanced,Investigate vibration mitigation strategies and implement soundproofing measures.,Soundproofing design documents; Vibration mitigation strategy reports,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.5,Minimize Light Pollution,12,Applicable,Improved,1,The project includes exterior lighting that can contribute to light pollution.,QA:Likely Yes(Project includes energy-efficient lighting.) | QB:Insufficient Data(Lack of information on lighting design and controls.),A + B required for Enhanced,Develop lighting design and control strategies to minimize light pollution.,Lighting design documents; Control strategy reports,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL1.6,Minimize Construction Impacts,8,Applicable,Improved,1,The project involves construction activities that can impact the surrounding environment.,QA:Likely Yes(Project includes waste management plan.) | QB:Insufficient Data(Lack of information on construction sequencing and scheduling.),A + B required for Enhanced,Develop construction sequencing and scheduling strategies to minimize impacts.,Construction sequencing documents; Scheduling reports,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL2.1,Improve Community Mobility,14,Applicable,Improved,1,The project includes residential and commercial spaces that can impact community mobility.,QA:Likely Yes(Project includes pedestrian-friendly design.) | QB:Insufficient Data(Lack of information on public transportation access and bikeability.),A + B required for Enhanced,Investigate public transportation access and bikeability options.,Public transportation access reports; Bikeability design documents,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL2.2,Encourage Sustainable Transportation,16,Applicable,Improved,5,The project includes parking and transportation infrastructure that can impact sustainable transportation.,QA:Likely Yes(Project includes electric vehicle charging stations.) | QB:Insufficient Data(Lack of information on alternative transportation options and incentives.),A + B required for Enhanced,Investigate alternative transportation options and incentives.,Alternative transportation option reports; Incentive program documents,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL2.3,Improve Access & Wayfinding,14,Applicable,Improved,1,The project includes public spaces that can impact access and wayfinding.,QA:Likely Yes(Project includes clear signage and navigation.) | QB:Insufficient Data(Lack of information on accessibility features and universal design principles.),A + B required for Enhanced,Investigate accessibility features and universal design principles.,Accessibility feature reports; Universal design principle documents,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL3.1,Advance Equity & Social Justice,18,Applicable,Improved,3,The project includes community spaces that can impact equity and social justice.,QA:Likely Yes(Project includes community engagement and outreach.) | QB:Insufficient Data(Lack of information on inclusive design principles and social impact assessments),A + B required for Enhanced,Investigate inclusive design principles and social impact assessments.,Inclusive design principle reports; Social impact assessment documents,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL3.2,Preserve Historic & Cultural Resources,18,Not Applicable,,0,The project does not involve historic or cultural resources.,,,,,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Quality Of Life,QL3.3,Enhance Views & Local Character,14,Applicable,Improved,1,The project includes public spaces that can impact views and local character.,QA:Likely Yes(Project includes design elements that enhance local character.) | QB:Insufficient Data(Lack of information on view preservation and enhancement strategies.),A + B required for Enhanced,Investigate view preservation and enhancement strategies.,View preservation reports; Enhancement strategy documents,17220,2486,844.38,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.1,Reduce Materials Use,12,Applicable,No Level,0,,QA:Insufficient Data(No material takeoff or bill of quantities in the model) | QB:Insufficient Data(No information on recycled content or sustainable materials),A + B required for Improved,Develop a material takeoff and bill of quantities; Research sustainable materials and recycled content options,Material takeoff and bill of quantities; Sustainable materials and recycled content research,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.2,Use Recycled Materials,10,Applicable,No Level,0,,QA:Insufficient Data(No information on recycled materials used in the project) | QB:Insufficient Data(No documentation of recycled material quantities),A + B required for Improved,Research recycled material options; Develop a plan for incorporating recycled materials into the project,Recycled material research; Plan for incorporating recycled materials,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.3,Reduce Operational Waste,8,Applicable,No Level,0,,QA:Insufficient Data(No information on operational waste reduction strategies) | QB:Insufficient Data(No documentation of waste reduction goals or targets),A + B required for Improved,Develop a plan for reducing operational waste; Research waste reduction strategies and technologies,Operational waste reduction plan; Waste reduction goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.4,Reduce Construction Waste,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction waste reduction strategies) | QB:Insufficient Data(No documentation of waste reduction goals or targets),A + B required for Improved,Develop a plan for reducing construction waste; Research waste reduction strategies and technologies,Construction waste reduction plan; Waste reduction goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA1.5,Balance Earthwork On Site,6,Applicable,No Level,0,,QA:Insufficient Data(No information on earthwork balancing strategies) | QB:Insufficient Data(No documentation of earthwork balancing goals or targets),A + B required for Improved,Develop a plan for balancing earthwork on site; Research earthwork balancing strategies and technologies,Earthwork balancing plan; Earthwork balancing goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.1,Reduce Operational Energy Consumption,20,Applicable,No Level,0,,QA:Insufficient Data(No information on operational energy consumption reduction strategies) | QB:Insufficient Data(No documentation of energy reduction goals or targets),A + B required for Improved,Develop a plan for reducing operational energy consumption; Research energy reduction strategies and technologies,Operational energy reduction plan; Energy reduction goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.2,Reduce Construction Energy Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on construction energy consumption reduction strategies) | QB:Insufficient Data(No documentation of energy reduction goals or targets),A + B required for Improved,Develop a plan for reducing construction energy consumption; Research energy reduction strategies and technologies,Construction energy reduction plan; Energy reduction goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.3,Use Renewable Energy,10,Applicable,No Level,0,,QA:Insufficient Data(No information on renewable energy sources) | QB:Insufficient Data(No documentation of renewable energy goals or targets),A + B required for Improved,Research renewable energy sources; Develop a plan for incorporating renewable energy into the project,Renewable energy research; Plan for incorporating renewable energy,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA2.4,Commission and Monitor Energy Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on energy system commissioning or monitoring) | QB:Insufficient Data(No documentation of energy system performance goals or targets),A + B required for Improved,Develop a plan for commissioning and monitoring energy systems; Research energy system performance metrics,Energy system commissioning and monitoring plan; Energy system performance goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.1,Preserve Water Resources,14,Applicable,No Level,0,,QA:Insufficient Data(No information on water conservation strategies) | QB:Insufficient Data(No documentation of water reduction goals or targets),A + B required for Improved,Develop a plan for preserving water resources; Research water conservation strategies and technologies,Water preservation plan; Water reduction goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.2,Reduce Operational Water Consumption,12,Applicable,No Level,0,,QA:Insufficient Data(No information on operational water consumption reduction strategies) | QB:Insufficient Data(No documentation of water reduction goals or targets),A + B required for Improved,Develop a plan for reducing operational water consumption; Research water reduction strategies and technologies,Operational water reduction plan; Water reduction goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.3,Reduce Construction Water Consumption,10,Applicable,No Level,0,,QA:Insufficient Data(No information on construction water consumption reduction strategies) | QB:Insufficient Data(No documentation of water reduction goals or targets),A + B required for Improved,Develop a plan for reducing construction water consumption; Research water reduction strategies and technologies,Construction water reduction plan; Water reduction goals or targets,17210,2640,929.49,True,False,True
rag,1,00_sample_project,Resource Allocation,RA3.4,Monitor Water Systems,8,Applicable,No Level,0,,QA:Insufficient Data(No information on water system monitoring) | QB:Insufficient Data(No documentation of water system performance goals or targets),A + B required for Improved,Develop a plan for monitoring water systems; Research water system performance metrics,Water system monitoring plan; Water system performance goals or targets,17210,2640,929.49,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.1,Avoid Unsuitable Development,14,APPLICABLE,No Level,0,"The project is located in Brownsville, PA, and has a significant impact on the community. It would be difficult to demonstrate that this credit is not relevant or applicable.",QA:Insufficient Data(No information on site selection process) | QB:Insufficient Data(No information on environmental impact assessment),A + B required for Improved,Conduct site selection process; Perform environmental impact assessment,Site selection report; Environmental impact assessment report,17617,1700,610.15,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.2,Assess Climate Change Vulnerability,20,APPLICABLE,No Level,0,"The project is potentially impacted by climate change, and it would be difficult to demonstrate that this credit is not relevant or applicable.",QA:Insufficient Data(No information on climate change threats) | QB:Insufficient Data(No information on project vulnerability) | QC:Insufficient Data(No information on infrastructure system vulnerability) | QD:Insufficient Data(No information on community vulnerability) | QE:Insufficient Data(No information on sharing climate threat findings),A + B required for Improved,Conduct climate change vulnerability assessment; Identify project and infrastructure system vulnerabilities,Climate change vulnerability assessment report; Project and infrastructure system vulnerability reports,17617,1700,610.15,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.3,Evaluate Risk and Resilience,26,APPLICABLE,No Level,0,"The project is exposed to risks, and it would be difficult to demonstrate that this credit is not relevant or applicable.",QA:Insufficient Data(No information on risk assessment) | QB:Insufficient Data(No information on critical functions and dependencies) | QC:Insufficient Data(No information on threats or hazards) | QD:Insufficient Data(No information on vulnerabilities of critical functions and dependencies) | QE:Insufficient Data(No information on risk evaluation) | QF:Insufficient Data(No information on stakeholder participation in risk evaluation),A + B + C + D + E required for Improved,Conduct risk assessment; Identify critical functions and dependencies; Evaluate risks,Risk assessment report; Critical functions and dependencies report; Risk evaluation report,17617,1700,610.15,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.4,Establish Resilience Goals and Strategies,20,APPLICABLE,No Level,0,"The project is exposed to risks, and it would be difficult to demonstrate that this credit is not relevant or applicable.",QA:Insufficient Data(No information on project performance goals and risk appetite) | QB:Insufficient Data(No information on risk management strategies) | QC:Insufficient Data(No information on stakeholder engagement in developing resilience goals) | QD:Insufficient Data(No information on community resilience or climate change adaptation goals),A + B required for Enhanced,Establish project performance goals and risk appetite; Develop risk management strategies,Project performance goals and risk appetite report; Risk management strategies report,17617,1700,610.15,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.5,Maximize Resilience,26,APPLICABLE,No Level,0,"The project is exposed to risks, and it would be difficult to demonstrate that this credit is not relevant or applicable.",QA:Insufficient Data(No information on resilience goals and strategies) | QB:Insufficient Data(No information on implementation of resilience strategies) | QC:Insufficient Data(No information on monitoring and review of resilience strategies) | QD:Insufficient Data(No information on incorporation of resilience goals and strategies into operatio) | QE:Insufficient Data(No information on methods for measuring or quantifying resilience performance ta),A + B required for Improved,Develop resilience goals and strategies; Implement resilience strategies,Resilience goals and strategies report; Implementation of resilience strategies report,17617,1700,610.15,True,False,True
rag,2,00_sample_project,Climate And Resilience,CR2.6,Improve Infrastructure Integration,18,APPLICABLE,No Level,0,"The project is part of a larger infrastructure system, and it would be difficult to demonstrate that this credit is not relevant or applicable.",QA:Insufficient Data(No information on infrastructure integration),A required for Improved,Improve infrastructure integration,Infrastructure integration report,17617,1700,610.15,True,False,True
rag,2,00_sample_project,Leadership,LD1.1,Provide Effective Leadership and Commitment,10,Applicable,Improved,2,,"QA:Likely Yes(Project team includes multiple stakeholders (Cartesian Inverse, PA; Etienne Oise) | QB:Insufficient Data(No information on sustainability goals or targets)",A + B required for Enhanced,Develop sustainability goals and targets,Sustainability management plan; Stakeholder engagement records,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD1.2,Foster Collaboration and Teamwork,8,Applicable,Improved,2,,"QA:Likely Yes(Multiple stakeholders involved in project team (Cartesian Inverse, PA; Etienne O) | QB:Insufficient Data(No information on collaboration tools or processes)",A + B required for Enhanced,Establish collaboration tools and processes,Collaboration plan; Meeting minutes,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD1.3,Encourage Public Engagement and Participation,8,Applicable,No Level,0,,QA:Insufficient Data(No information on public engagement or participation) | QB:Insufficient Data(No information on community outreach or education),A + B required for Improved,Develop public engagement and participation plan,Public engagement plan; Community outreach records,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD1.4,Pursue Byproduct Synergies,10,Applicable,No Level,0,,QA:Insufficient Data(No information on byproduct synergies) | QB:Insufficient Data(No information on waste reduction or material reuse),A + B required for Improved,Investigate byproduct synergies and waste reduction opportunities,Byproduct synergy plan; Waste reduction strategy,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD2.1,Establish a Sustainability Management Plan,12,Applicable,No Level,0,,QA:Insufficient Data(No information on sustainability management plan) | QB:Insufficient Data(No information on monitoring and reporting processes),A + B required for Improved,Develop sustainability management plan,Sustainability management plan; Monitoring and reporting records,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD2.2,Plan for Sustainable Communities,10,Applicable,No Level,0,,QA:Insufficient Data(No information on community planning or development) | QB:Insufficient Data(No information on social and economic benefits),A + B required for Improved,Develop community planning and development strategy,Community plan; Social and economic impact assessment,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD2.3,Conduct a Life-Cycle Economic Evaluation,12,Applicable,No Level,0,,QA:Insufficient Data(No information on life-cycle economic evaluation) | QB:Insufficient Data(No information on cost-benefit analysis or return on investment),A + B required for Improved,Conduct life-cycle economic evaluation,Life-cycle economic evaluation report; Cost-benefit analysis,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD3.1,Encourage Sustainable Procurement Practices,10,Applicable,No Level,0,,QA:Insufficient Data(No information on sustainable procurement practices) | QB:Insufficient Data(No information on environmentally responsible purchasing),A + B required for Improved,Develop sustainable procurement plan,Sustainable procurement plan; Environmentally responsible purchasing records,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD3.2,Support Local and Regional Economies,8,Applicable,No Level,0,,QA:Insufficient Data(No information on local or regional economic benefits) | QB:Insufficient Data(No information on community development or job creation),A + B required for Improved,Develop local and regional economic development strategy,Local and regional economic development plan; Community development records,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Leadership,LD3.3,Conduct a Life-Cycle Assessment,12,Applicable,No Level,0,,QA:Insufficient Data(No information on life-cycle assessment) | QB:Insufficient Data(No information on environmental impacts or resource usage),A + B required for Improved,Conduct life-cycle assessment,Life-cycle assessment report; Environmental impact statement,17191,1954,693.75,True,False,True
rag,2,00_sample_project,Natural World,NW1.1,Conserve Natural Areas,14,APPLICABLE,Improved,2,"The project is located in Brownsville, PA, and has a site plan, indicating potential natural areas to conserve.",QA:Insufficient Data(No information on natural area conservation) | QB:Insufficient Data(No information on habitat preservation),A + B required for Improved,Conduct site analysis to identify natural areas; Develop conservation plan,Site analysis report; Conservation plan,17916,1325,506.66,True,False,True
rag,2,00_sample_project,Natural World,NW1.2,Provide Wetland and Surface Water Buffers,10,APPLICABLE,Improved,2,"The project has a site plan, indicating potential wetlands or surface water to buffer.",QA:Insufficient Data(No information on wetland or surface water buffers) | QB:Insufficient Data(No information on buffer zone size),A + B required for Improved,Conduct site analysis to identify wetlands or surface water; Develop buffer zone plan,Site analysis report; Buffer zone plan,17916,1325,506.66,True,False,True
rag,2,00_sample_project,Natural World,NW2.2,Manage Stormwater,24,APPLICABLE,Improved,2,"The project has a site plan, indicating potential stormwater management needs.",QA:Insufficient Data(No information on stormwater management) | QB:Insufficient Data(No information on rate or quantity of runoff),A + B required for Improved,Conduct stormwater analysis; Develop stormwater management plan,Stormwater analysis report; Stormwater management plan,17916,1325,506.66,True,False,True
rag,2,00_sample_project,Natural World,NW2.4,Protect Surface and Groundwater Quality,14,APPLICABLE,Improved,1,"The project has a site plan, indicating potential surface or groundwater quality concerns.",QA:Insufficient Data(No information on surface or groundwater quality protection) | QB:Insufficient Data(No information on pollution prevention measures),A + B required for Improved,Conduct water quality analysis; Develop pollution prevention plan,Water quality analysis report; Pollution prevention plan,17916,1325,506.66,True,False,True
rag,2,00_sample_project,Natural World,NW3.3,Maintain Floodplain Functions,14,APPLICABLE,Improved,1,"The project is located in Brownsville, PA, and has a site plan, indicating potential floodplain functions to maintain.",QA:Insufficient Data(No information on floodplain functions) | QB:Insufficient Data(No information on vegetated zones preservation),A + B required for Improved,Conduct floodplain analysis; Develop floodplain management plan,Floodplain analysis report; Floodplain management plan,17916,1325,506.66,True,False,True
rag,2,00_sample_project,Natural World,NW3.5,Protect Soil Health,10,APPLICABLE,Improved,2,"The project has a site plan, indicating potential soil health concerns.",QA:Insufficient Data(No information on soil health protection) | QB:Insufficient Data(No information on erosion control measures),A + B required for Improved,Conduct soil analysis; Develop erosion control plan,Soil analysis report; Erosion control plan,17916,1325,506.66,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.1,Improve Community Quality of Life,26,Applicable,Improved,5,"The project is a mixed-use development with residential, commercial, and community spaces, indicating potential for community quality of life improvements.",QA:Likely Yes(Project includes live/work units and community spaces.) | QB:Insufficient Data(Lack of information on community engagement and feedback mechanisms.) | QC:Likely Yes(Project incorporates green spaces and outdoor areas.) | QD:Insufficient Data(Lack of information on accessibility features and universal design principles.),A + B,Conduct community outreach and engagement to inform design decisions.; Incorporate accessible and universal design principles into the project.,Community engagement records; Accessibility features and universal design principles documentation,17220,2964,1069.15,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.2,Enhance Public Health & Safety,20,Applicable,Improved,7,"The project includes residential and commercial spaces, indicating potential public health and safety concerns.",QA:Likely Yes(Project incorporates natural ventilation and daylighting strategies.) | QB:Insufficient Data(Lack of information on indoor air quality monitoring and maintenance protocols.) | QC:Likely Yes(Project includes emergency response plan and fire suppression systems.),A + B,Develop indoor air quality monitoring and maintenance protocols.; Incorporate public health and safety considerations into the project's emergency response plan.,Indoor air quality monitoring and maintenance protocols; Public health and safety considerations documentation,17220,2964,1069.15,True,False,True
rag,2,00_sample_project,Quality Of Life,QL1.3,Improve Construction Safety,14,Applicable,Improved,5,"The project involves construction activities, indicating potential construction safety concerns.",QA:Likely Yes(Project includes construction safety plan and training programs.) | QB:Insufficient Data(Lack of information on site-specific hazard assessments and mitigation strategie),A + B,Conduct site-specific hazard assessments and develop mitigation strategies.; Incorporate construction safety considerations into the project's overall safety plan.,Construction safety plan and training programs documentation; Site-specific hazard assessments and mitigation strategies documentation,17220,2964,1069.15,True,False,True
